flight_id,airline,source,destination,departure_time,arrival_time,duration,duration_minutes,route,is_anomaly,invalid_flight_id
UK068,Vistara,BLR,MAA,2026-04-20T16:28:41.701Z,2026-04-20T18:09:41.701Z,1899-12-31 01:41:00.0000000,101,BLR - MAA,false,false
6F146,IndiGo,HYD,MAA,2026-04-20T13:51:41.703Z,2026-04-20T15:07:41.703Z,1899-12-31 01:16:00.0000000,76,HYD - MAA,false,false
AI029,Air India,MAA,DEL,2026-04-20T13:29:41.701Z,2026-04-20T17:53:41.701Z,1899-12-31 04:24:00.0000000,264,MAA - DEL,false,false
AI031,Air India,DEL,MAA,2026-04-20T13:05:41.701Z,2026-04-20T16:11:41.701Z,1899-12-31 03:06:00.0000000,186,DEL - MAA,false,false
SJ089,SpiceJet,HYD,CCU,2026-04-20T12:42:41.702Z,2026-04-20T17:15:41.702Z,1899-12-31 04:33:00.0000000,273,HYD - CCU,false,false
UK104,Vistara,DEL,BOM,2026-04-20T12:30:41.702Z,2026-04-20T13:52:41.702Z,1899-12-31 01:22:00.0000000,82,DEL - BOM,false,false
AI222,Unknown,BOM,DEL,2026-04-20T12:10:41.703Z,2026-04-20T13:14:41.703Z,1899-12-31 01:04:00.0000000,64,BOM - DEL,false,false
UK170,Vistara,BOM,BLR,2026-04-20T09:42:41.703Z,2026-04-20T11:32:41.703Z,1899-12-31 01:50:00.0000000,110,BOM - BLR,false,false
SJ022,SpiceJet,DEL,BLR,2026-04-20T07:56:41.701Z,2026-04-20T11:07:41.701Z,1899-12-31 03:11:00.0000000,191,DEL - BLR,false,false
SJ002,SpiceJet,DEL,BOM,2026-04-20T07:54:41.701Z,2026-04-20T12:40:41.701Z,1899-12-31 04:46:00.0000000,286,DEL - BOM,false,false
6F056,IndiGo,BOM,MAA,2026-04-20T07:00:41.701Z,2026-04-20T08:49:41.701Z,1899-12-31 01:49:00.0000000,109,BOM - MAA,false,false
UK079,Vistara,DEL,BLR,2026-04-20T06:43:41.702Z,2026-04-20T10:34:41.702Z,1899-12-31 03:51:00.0000000,231,DEL - BLR,false,false
UK210,Vistara,DEL,CCU,2026-04-20T06:35:41.704Z,2026-04-20T07:30:41.704Z,1899-12-31 00:55:00.0000000,55,DEL - CCU,false,false
SJ138,Unknown,BLR,BOM,2026-04-20T05:55:41.702Z,2026-04-20T06:43:41.702Z,1899-12-31 00:48:00.0000000,48,BLR - BOM,false,false
AI217,Air India,CCU,BLR,2026-04-20T04:57:41.703Z,2026-04-20T07:14:41.703Z,1899-12-31 02:17:00.0000000,137,CCU - BLR,false,false
6F250,Unknown,DEL,BLR,2026-04-20T03:26:41.701Z,2026-04-20T07:30:41.701Z,1899-12-31 04:04:00.0000000,244,DEL - BLR,false,false
SJ017,SpiceJet,DEL,MAA,2026-04-20T02:57:41.701Z,2026-04-20T05:00:41.701Z,1899-12-31 02:03:00.0000000,123,DEL - MAA,false,false
6F201,IndiGo,CCU,BOM,2026-04-20T02:09:41.703Z,2026-04-20T06:49:41.703Z,1899-12-31 04:40:00.0000000,280,CCU - BOM,false,false
AI051,Air India,MAA,BLR,2026-04-20T01:27:41.701Z,2026-04-20T02:22:41.701Z,1899-12-31 00:55:00.0000000,55,MAA - BLR,false,false
SJ207,SpiceJet,DEL,CCU,2026-04-20T00:52:41.703Z,2026-04-20T04:05:41.703Z,1899-12-31 03:13:00.0000000,193,DEL - CCU,false,false
UK175,Vistara,BLR,BOM,2026-04-19T23:56:41.703Z,2026-04-20T03:18:41.703Z,1899-12-31 03:22:00.0000000,202,BLR - BOM,false,false
6F271,Unknown,HYD,MAA,2026-04-19T19:33:41.702Z,2026-04-19T22:52:41.702Z,1899-12-31 03:19:00.0000000,199,HYD - MAA,false,false
6F256,Unknown,BOM,CCU,2026-04-19T18:40:41.702Z,2026-04-19T19:13:41.702Z,1899-12-31 00:33:00.0000000,33,BOM - CCU,false,false
AI110,Air India,BOM,CCU,2026-04-19T17:07:41.702Z,2026-04-19T22:00:41.702Z,1899-12-31 04:53:00.0000000,293,BOM - CCU,false,false
UK164,Vistara,BOM,HYD,2026-04-19T16:46:41.703Z,2026-04-19T21:10:41.703Z,1899-12-31 04:24:00.0000000,264,BOM - HYD,false,false
SJ040,SpiceJet,BOM,CCU,2026-04-19T13:12:41.701Z,2026-04-19T16:44:41.701Z,1899-12-31 03:32:00.0000000,212,BOM - CCU,false,false
SJ166,SpiceJet,CCU,HYD,2026-04-19T12:51:41.703Z,2026-04-19T16:18:41.703Z,1899-12-31 03:27:00.0000000,207,CCU - HYD,false,false
6F134,IndiGo,BLR,MAA,2026-04-19T12:47:41.702Z,2026-04-19T14:06:41.702Z,1899-12-31 01:19:00.0000000,79,BLR - MAA,false,false
AI182,Air India,HYD,DEL,2026-04-19T12:41:41.703Z,2026-04-19T17:14:41.703Z,1899-12-31 04:33:00.0000000,273,HYD - DEL,false,false
AI120,Air India,MAA,CCU,2026-04-19T12:12:41.702Z,2026-04-19T14:18:41.702Z,1899-12-31 02:06:00.0000000,126,MAA - CCU,false,false
AI045,Air India,HYD,MAA,2026-04-19T11:58:41.701Z,2026-04-19T14:37:41.701Z,1899-12-31 02:39:00.0000000,159,HYD - MAA,false,false
AI141,Air India,BLR,DEL,2026-04-19T10:16:41.702Z,2026-04-19T14:53:41.702Z,1899-12-31 04:37:00.0000000,277,BLR - DEL,false,false
SJ170,SpiceJet,BLR,BOM,2026-04-19T10:11:41.703Z,2026-04-19T11:56:41.703Z,1899-12-31 01:45:00.0000000,105,BLR - BOM,false,false
UK056,Vistara,HYD,MAA,2026-04-19T09:29:41.701Z,2026-04-19T10:15:41.701Z,1899-12-31 00:46:00.0000000,46,HYD - MAA,false,false
SJ006,SpiceJet,HYD,BLR,2026-04-19T08:25:41.701Z,2026-04-19T08:57:41.701Z,1899-12-31 00:32:00.0000000,32,HYD - BLR,false,false
6F094,IndiGo,BLR,BOM,2026-04-19T07:37:41.702Z,2026-04-19T09:06:41.702Z,1899-12-31 01:29:00.0000000,89,BLR - BOM,false,false
6F024,IndiGo,BOM,DEL,2026-04-19T07:31:41.701Z,2026-04-19T11:17:41.701Z,1899-12-31 03:46:00.0000000,226,BOM - DEL,false,false
AI236,Air India,DEL,BOM,2026-04-19T04:52:41.704Z,2026-04-19T09:11:41.704Z,1899-12-31 04:19:00.0000000,259,DEL - BOM,false,false
AI007,Air India,MAA,DEL,2026-04-19T04:01:41.701Z,2026-04-19T06:01:42.000Z,1899-12-31 02:00:00.2990000,120,MAA - DEL,false,false
SJ241,SpiceJet,DEL,HYD,2026-04-19T03:57:41.704Z,2026-04-19T06:36:41.704Z,1899-12-31 02:39:00.0000000,159,DEL - HYD,false,false
6F170,IndiGo,HYD,DEL,2026-04-19T02:44:41.703Z,2026-04-19T04:14:41.703Z,1899-12-31 01:30:00.0000000,90,HYD - DEL,false,false
UK085,Vistara,MAA,DEL,2026-04-19T02:15:41.702Z,2026-04-19T03:17:41.702Z,1899-12-31 01:02:00.0000000,62,MAA - DEL,false,false
6F142,IndiGo,CCU,MAA,2026-04-19T02:05:41.702Z,2026-04-19T06:04:41.702Z,1899-12-31 03:59:00.0000000,239,CCU - MAA,false,false
6F226,IndiGo,DEL,BOM,2026-04-19T00:38:41.704Z,2026-04-19T02:55:41.704Z,1899-12-31 02:17:00.0000000,137,DEL - BOM,false,false
SJ181,SpiceJet,BOM,BLR,2026-04-19T00:20:41.703Z,2026-04-19T01:49:41.703Z,1899-12-31 01:29:00.0000000,89,BOM - BLR,false,false
SJ247,SpiceJet,DEL,BOM,2026-04-18T23:38:41.704Z,2026-04-19T03:43:41.704Z,1899-12-31 04:05:00.0000000,245,DEL - BOM,false,false
AI101,Air India,DEL,BLR,2026-04-18T23:20:41.702Z,2026-04-19T02:23:41.702Z,1899-12-31 03:03:00.0000000,183,DEL - BLR,false,false
SJ091,SpiceJet,BLR,CCU,2026-04-18T23:10:41.702Z,2026-04-19T00:47:41.702Z,1899-12-31 01:37:00.0000000,97,BLR - CCU,false,false
AI116,Air India,CCU,BOM,2026-04-18T22:30:41.702Z,2026-04-19T01:57:41.702Z,1899-12-31 03:27:00.0000000,207,CCU - BOM,false,false
6F064,IndiGo,CCU,DEL,2026-04-18T21:45:41.701Z,2026-04-18T22:50:41.701Z,1899-12-31 01:05:00.0000000,65,CCU - DEL,false,false
AI005,Air India,DEL,CCU,2026-04-18T21:24:41.701Z,2026-04-18T22:11:41.701Z,1899-12-31 00:47:00.0000000,47,DEL - CCU,false,false
AI040,Air India,HYD,BLR,2026-04-18T21:01:41.701Z,2026-04-18T22:42:41.701Z,1899-12-31 01:41:00.0000000,101,HYD - BLR,false,false
6F004,IndiGo,BOM,CCU,2026-04-18T19:53:41.701Z,2026-04-18T23:33:41.701Z,1899-12-31 03:40:00.0000000,220,BOM - CCU,false,false
AI027,Air India,BOM,MAA,2026-04-18T19:41:41.701Z,2026-04-18T23:23:41.701Z,1899-12-31 03:42:00.0000000,222,BOM - MAA,false,false
SJ151,SpiceJet,BOM,CCU,2026-04-18T17:44:41.702Z,2026-04-18T19:16:41.702Z,1899-12-31 01:32:00.0000000,92,BOM - CCU,false,false
UK138,Vistara,DEL,BLR,2026-04-18T16:47:41.703Z,2026-04-18T19:36:41.703Z,1899-12-31 02:49:00.0000000,169,DEL - BLR,false,false
6F240,IndiGo,DEL,HYD,2026-04-18T15:31:41.704Z,2026-04-18T19:56:41.704Z,1899-12-31 04:25:00.0000000,265,DEL - HYD,false,false
SJ164,SpiceJet,CCU,MAA,2026-04-18T13:14:41.703Z,2026-04-18T15:14:42.000Z,1899-12-31 02:00:00.2970000,120,CCU - MAA,false,false
6F109,IndiGo,BLR,BOM,2026-04-18T12:00:41.702Z,2026-04-18T12:51:41.702Z,1899-12-31 00:51:00.0000000,51,BLR - BOM,false,false
SJ140,Unknown,HYD,DEL,2026-04-18T10:42:41.702Z,2026-04-18T14:30:41.702Z,1899-12-31 03:48:00.0000000,228,HYD - DEL,false,false
AI014,Air India,HYD,MAA,2026-04-18T10:24:41.701Z,2026-04-18T13:51:41.701Z,1899-12-31 03:27:00.0000000,207,HYD - MAA,false,false
AI130,Air India,BOM,BLR,2026-04-18T10:18:41.702Z,2026-04-18T12:59:41.702Z,1899-12-31 02:41:00.0000000,161,BOM - BLR,false,false
AI042,Air India,CCU,DEL,2026-04-18T09:53:41.701Z,2026-04-18T10:57:41.701Z,1899-12-31 01:04:00.0000000,64,CCU - DEL,false,false
SJ060,SpiceJet,HYD,CCU,2026-04-18T08:51:41.701Z,2026-04-18T13:46:41.701Z,1899-12-31 04:55:00.0000000,295,HYD - CCU,false,false
6F120,IndiGo,BLR,BOM,2026-04-18T05:14:41.702Z,2026-04-18T06:14:41.702Z,1899-12-31 01:00:00.0000000,60,BLR - BOM,false,false
AI166,Air India,BOM,CCU,2026-04-18T04:20:41.703Z,2026-04-18T07:23:41.703Z,1899-12-31 03:03:00.0000000,183,BOM - CCU,false,false
AI244,Air India,BLR,BOM,2026-04-18T02:50:41.704Z,2026-04-18T03:25:41.704Z,1899-12-31 00:35:00.0000000,35,BLR - BOM,false,false
UK018,Vistara,BOM,CCU,2026-04-18T02:15:41.701Z,2026-04-18T04:08:41.701Z,1899-12-31 01:53:00.0000000,113,BOM - CCU,false,false
6F069,IndiGo,MAA,BLR,2026-04-17T23:44:41.701Z,2026-04-18T03:17:41.701Z,1899-12-31 03:33:00.0000000,213,MAA - BLR,false,false
UK052,Vistara,BLR,CCU,2026-04-17T20:48:41.701Z,2026-04-17T21:40:41.701Z,1899-12-31 00:52:00.0000000,52,BLR - CCU,false,false
AI230,Unknown,CCU,BLR,2026-04-17T20:37:41.704Z,2026-04-18T00:22:41.704Z,1899-12-31 03:45:00.0000000,225,CCU - BLR,false,false
AI152,Air India,BLR,CCU,2026-04-17T19:21:41.703Z,2026-04-17T20:26:41.703Z,1899-12-31 01:05:00.0000000,65,BLR - CCU,false,false
6F183,IndiGo,MAA,HYD,2026-04-17T17:08:41.703Z,2026-04-17T19:52:41.703Z,1899-12-31 02:44:00.0000000,164,MAA - HYD,false,false
AI229,Air India,HYD,MAA,2026-04-17T16:48:41.703Z,2026-04-17T18:40:41.703Z,1899-12-31 01:52:00.0000000,112,HYD - MAA,false,false
SJ005,SpiceJet,DEL,MAA,2026-04-17T16:03:41.701Z,2026-04-17T17:24:41.701Z,1899-12-31 01:21:00.0000000,81,DEL - MAA,false,false
6F040,IndiGo,HYD,CCU,2026-04-17T15:52:41.701Z,2026-04-17T20:33:41.701Z,1899-12-31 04:41:00.0000000,281,HYD - CCU,false,false
UK199,Vistara,BOM,CCU,2026-04-17T15:24:41.703Z,2026-04-17T18:55:41.703Z,1899-12-31 03:31:00.0000000,211,BOM - CCU,false,false
SJ197,SpiceJet,HYD,BLR,2026-04-17T14:49:41.703Z,2026-04-17T17:33:41.703Z,1899-12-31 02:44:00.0000000,164,HYD - BLR,false,false
AI223,Air India,BOM,CCU,2026-04-17T12:53:41.703Z,2026-04-17T14:42:41.703Z,1899-12-31 01:49:00.0000000,109,BOM - CCU,false,false
6F195,IndiGo,CCU,DEL,2026-04-20T21:44:41.703Z,2026-04-20T22:39:41.703Z,1899-12-31 00:55:00.0000000,55,CCU - DEL,false,false
SJ001,SpiceJet,BOM,MAA,2026-04-20T20:28:41.700Z,2026-04-21T01:15:41.700Z,1899-12-31 04:47:00.0000000,287,BOM - MAA,false,false
6F114,IndiGo,BOM,MAA,2026-04-20T20:10:41.702Z,2026-04-20T21:00:41.702Z,1899-12-31 00:50:00.0000000,50,BOM - MAA,false,false
SJ236,SpiceJet,MAA,BOM,2026-04-20T18:03:41.704Z,2026-04-20T22:02:41.704Z,1899-12-31 03:59:00.0000000,239,MAA - BOM,false,false
UK152,Vistara,BOM,CCU,2026-04-20T17:24:41.703Z,2026-04-20T20:13:41.703Z,1899-12-31 02:49:00.0000000,169,BOM - CCU,false,false
SJ202,SpiceJet,CCU,HYD,2026-04-20T17:21:41.703Z,2026-04-20T19:08:41.703Z,1899-12-31 01:47:00.0000000,107,CCU - HYD,false,false
UK173,Vistara,MAA,BLR,2026-04-20T17:06:41.703Z,2026-04-20T21:22:41.703Z,1899-12-31 04:16:00.0000000,256,MAA - BLR,false,false
SJ044,SpiceJet,DEL,CCU,2026-04-20T15:06:41.701Z,2026-04-20T17:43:41.701Z,1899-12-31 02:37:00.0000000,157,DEL - CCU,false,false
6F077,IndiGo,CCU,DEL,2026-04-20T14:55:41.702Z,2026-04-20T19:13:41.702Z,1899-12-31 04:18:00.0000000,258,CCU - DEL,false,false
SJ154,SpiceJet,BLR,HYD,2026-04-20T14:47:41.702Z,2026-04-20T16:26:41.702Z,1899-12-31 01:39:00.0000000,99,BLR - HYD,false,false
SJ222,SpiceJet,BOM,DEL,2026-04-20T14:15:41.703Z,2026-04-20T17:09:41.703Z,1899-12-31 02:54:00.0000000,174,BOM - DEL,false,false
UK166,Vistara,HYD,MAA,2026-04-20T12:39:41.703Z,2026-04-20T17:32:41.703Z,1899-12-31 04:53:00.0000000,293,HYD - MAA,false,false
SJ025,SpiceJet,BOM,CCU,2026-04-20T12:02:41.701Z,2026-04-20T15:29:41.701Z,1899-12-31 03:27:00.0000000,207,BOM - CCU,false,false
6F105,IndiGo,BLR,BOM,2026-04-20T11:46:41.702Z,2026-04-20T12:58:41.702Z,1899-12-31 01:12:00.0000000,72,BLR - BOM,false,false
SJ075,SpiceJet,MAA,BLR,2026-04-20T09:26:41.701Z,2026-04-20T11:03:41.701Z,1899-12-31 01:37:00.0000000,97,MAA - BLR,false,false
SJ186,SpiceJet,CCU,DEL,2026-04-20T05:11:41.703Z,2026-04-20T07:22:41.703Z,1899-12-31 02:11:00.0000000,131,CCU - DEL,false,false
UK093,Vistara,HYD,CCU,2026-04-20T04:31:41.702Z,2026-04-20T05:21:41.702Z,1899-12-31 00:50:00.0000000,50,HYD - CCU,false,false
UK073,Vistara,BLR,CCU,2026-04-20T03:59:41.702Z,2026-04-20T08:09:41.702Z,1899-12-31 04:10:00.0000000,250,BLR - CCU,false,false
AI150,Air India,BOM,DEL,2026-04-20T03:51:41.703Z,2026-04-20T04:38:41.703Z,1899-12-31 00:47:00.0000000,47,BOM - DEL,false,false
AI196,Air India,MAA,HYD,2026-04-20T02:52:41.703Z,2026-04-20T04:25:41.703Z,1899-12-31 01:33:00.0000000,93,MAA - HYD,false,false
SJ030,SpiceJet,DEL,HYD,2026-04-20T02:36:41.701Z,2026-04-20T03:19:41.701Z,1899-12-31 00:43:00.0000000,43,DEL - HYD,false,false
AI009,Unknown,DEL,CCU,2026-04-20T01:31:41.701Z,2026-04-20T04:05:41.701Z,1899-12-31 02:34:00.0000000,154,DEL - CCU,false,false
6F019,IndiGo,BLR,BOM,2026-04-20T00:19:41.701Z,2026-04-20T04:14:41.701Z,1899-12-31 03:55:00.0000000,235,BLR - BOM,false,false
AI234,Air India,BOM,MAA,2026-04-19T23:50:41.704Z,2026-04-20T01:34:41.704Z,1899-12-31 01:44:00.0000000,104,BOM - MAA,false,false
UK084,Vistara,MAA,DEL,2026-04-19T20:44:41.702Z,2026-04-20T00:20:41.702Z,1899-12-31 03:36:00.0000000,216,MAA - DEL,false,false
SJ070,SpiceJet,MAA,CCU,2026-04-19T18:55:41.701Z,2026-04-19T20:48:41.701Z,1899-12-31 01:53:00.0000000,113,MAA - CCU,false,false
UK113,Vistara,CCU,DEL,2026-04-19T18:34:41.702Z,2026-04-19T22:58:41.702Z,1899-12-31 04:24:00.0000000,264,CCU - DEL,false,false
SJ204,SpiceJet,CCU,DEL,2026-04-19T16:34:41.703Z,2026-04-19T18:15:41.703Z,1899-12-31 01:41:00.0000000,101,CCU - DEL,false,false
6F253,Unknown,MAA,BLR,2026-04-19T16:26:41.703Z,2026-04-19T18:24:41.703Z,1899-12-31 01:58:00.0000000,118,MAA - BLR,false,false
UK221,Vistara,CCU,DEL,2026-04-19T14:18:41.704Z,2026-04-19T18:44:41.704Z,1899-12-31 04:26:00.0000000,266,CCU - DEL,false,false
UK136,Vistara,HYD,CCU,2026-04-19T11:43:41.703Z,2026-04-19T15:26:41.703Z,1899-12-31 03:43:00.0000000,223,HYD - CCU,false,false
6F001,IndiGo,HYD,BOM,2026-04-19T11:33:41.700Z,2026-04-19T13:08:41.700Z,1899-12-31 01:35:00.0000000,95,HYD - BOM,false,false
6F219,IndiGo,MAA,DEL,2026-04-19T10:32:41.704Z,2026-04-19T14:37:41.704Z,1899-12-31 04:05:00.0000000,245,MAA - DEL,false,false
SJ178,SpiceJet,BOM,HYD,2026-04-19T09:58:41.703Z,2026-04-19T12:27:41.703Z,1899-12-31 02:29:00.0000000,149,BOM - HYD,false,false
SJ051,Unknown,BOM,BLR,2026-04-19T08:40:41.701Z,2026-04-19T12:18:41.701Z,1899-12-31 03:38:00.0000000,218,BOM - BLR,false,false
SJ106,SpiceJet,CCU,DEL,2026-04-19T07:16:41.702Z,2026-04-19T09:40:41.702Z,1899-12-31 02:24:00.0000000,144,CCU - DEL,false,false
AI254,Air India,CCU,HYD,2026-04-19T04:46:41.704Z,2026-04-19T08:06:41.704Z,1899-12-31 03:20:00.0000000,200,CCU - HYD,false,false
SJ217,SpiceJet,BOM,CCU,2026-04-19T02:57:41.703Z,2026-04-19T06:04:41.703Z,1899-12-31 03:07:00.0000000,187,BOM - CCU,false,false
SJ110,SpiceJet,CCU,DEL,2026-04-19T01:47:41.702Z,2026-04-19T02:20:41.702Z,1899-12-31 00:33:00.0000000,33,CCU - DEL,false,false
UK143,Vistara,BLR,BOM,2026-04-19T01:34:41.703Z,2026-04-19T02:48:41.703Z,1899-12-31 01:14:00.0000000,74,BLR - BOM,false,false
SJ118,SpiceJet,DEL,BOM,2026-04-19T01:08:41.702Z,2026-04-19T02:33:41.702Z,1899-12-31 01:25:00.0000000,85,DEL - BOM,false,false
AI043,Air India,CCU,DEL,2026-04-19T00:28:41.701Z,2026-04-19T04:37:41.701Z,1899-12-31 04:09:00.0000000,249,CCU - DEL,false,false
6F016,IndiGo,HYD,BOM,2026-04-18T22:18:41.701Z,2026-04-18T22:54:41.701Z,1899-12-31 00:36:00.0000000,36,HYD - BOM,false,false
6F141,IndiGo,BOM,CCU,2026-04-18T20:26:41.702Z,2026-04-18T22:28:41.702Z,1899-12-31 02:02:00.0000000,122,BOM - CCU,false,false
SJ165,SpiceJet,CCU,BOM,2026-04-18T20:08:41.703Z,2026-04-18T23:18:41.703Z,1899-12-31 03:10:00.0000000,190,CCU - BOM,false,false
AI147,Air India,HYD,CCU,2026-04-18T18:14:41.703Z,2026-04-18T20:10:41.703Z,1899-12-31 01:56:00.0000000,116,HYD - CCU,false,false
SJ211,SpiceJet,MAA,BOM,2026-04-18T16:22:41.703Z,2026-04-18T18:34:41.703Z,1899-12-31 02:12:00.0000000,132,MAA - BOM,false,false
UK060,Vistara,BLR,CCU,2026-04-18T16:09:41.701Z,2026-04-18T19:42:41.701Z,1899-12-31 03:33:00.0000000,213,BLR - CCU,false,false
SJ144,SpiceJet,BLR,BOM,2026-04-18T15:35:41.702Z,2026-04-18T19:12:41.702Z,1899-12-31 03:37:00.0000000,217,BLR - BOM,false,false
SJ242,SpiceJet,BLR,HYD,2026-04-18T14:55:41.704Z,2026-04-18T17:42:41.704Z,1899-12-31 02:47:00.0000000,167,BLR - HYD,false,false
6F252,Unknown,MAA,BLR,2026-04-18T14:25:41.701Z,2026-04-18T18:52:41.701Z,1899-12-31 04:27:00.0000000,267,MAA - BLR,false,false
6F227,IndiGo,MAA,BOM,2026-04-18T13:16:41.704Z,2026-04-18T17:41:41.704Z,1899-12-31 04:25:00.0000000,265,MAA - BOM,false,false
6F161,IndiGo,MAA,DEL,2026-04-18T11:24:41.703Z,2026-04-18T12:21:41.703Z,1899-12-31 00:57:00.0000000,57,MAA - DEL,false,false
AI008,Air India,BOM,CCU,2026-04-18T10:43:41.701Z,2026-04-18T12:43:42.000Z,1899-12-31 02:00:00.2990000,120,BOM - CCU,false,false
6F131,IndiGo,BLR,HYD,2026-04-18T10:22:41.702Z,2026-04-18T14:20:41.702Z,1899-12-31 03:58:00.0000000,238,BLR - HYD,false,false
6F119,IndiGo,DEL,BOM,2026-04-18T09:19:41.702Z,2026-04-18T11:33:41.702Z,1899-12-31 02:14:00.0000000,134,DEL - BOM,false,false
6F155,IndiGo,DEL,BLR,2026-04-18T07:47:41.703Z,2026-04-18T08:20:41.703Z,1899-12-31 00:33:00.0000000,33,DEL - BLR,false,false
AI232,Air India,DEL,BLR,2026-04-18T06:43:41.704Z,2026-04-18T10:13:41.704Z,1899-12-31 03:30:00.0000000,210,DEL - BLR,false,false
6F217,IndiGo,BLR,BOM,2026-04-18T05:13:41.704Z,2026-04-18T08:01:41.704Z,1899-12-31 02:48:00.0000000,168,BLR - BOM,false,false
UK033,Vistara,HYD,DEL,2026-04-18T04:34:41.701Z,2026-04-18T09:18:41.701Z,1899-12-31 04:44:00.0000000,284,HYD - DEL,false,false
SJ094,SpiceJet,MAA,HYD,2026-04-18T03:23:41.702Z,2026-04-18T08:07:41.702Z,1899-12-31 04:44:00.0000000,284,MAA - HYD,false,false
UK186,Vistara,BOM,BLR,2026-04-17T23:05:41.703Z,2026-04-18T02:22:41.703Z,1899-12-31 03:17:00.0000000,197,BOM - BLR,false,false
UK025,Vistara,DEL,BOM,2026-04-17T22:55:41.701Z,2026-04-18T02:47:41.701Z,1899-12-31 03:52:00.0000000,232,DEL - BOM,false,false
UK162,Vistara,BOM,CCU,2026-04-17T22:47:41.703Z,2026-04-18T00:21:41.703Z,1899-12-31 01:34:00.0000000,94,BOM - CCU,false,false
UK080,Vistara,BLR,MAA,2026-04-17T21:09:41.702Z,2026-04-17T22:29:41.702Z,1899-12-31 01:20:00.0000000,80,BLR - MAA,false,false
SJ115,SpiceJet,BOM,HYD,2026-04-17T21:05:41.702Z,2026-04-17T23:10:41.702Z,1899-12-31 02:05:00.0000000,125,BOM - HYD,false,false
AI124,Air India,CCU,HYD,2026-04-17T20:28:41.702Z,2026-04-18T00:00:41.702Z,1899-12-31 03:32:00.0000000,212,CCU - HYD,false,false
AI172,Air India,BOM,CCU,2026-04-17T19:08:41.703Z,2026-04-17T19:53:41.703Z,1899-12-31 00:45:00.0000000,45,BOM - CCU,false,false
UK144,Vistara,BOM,CCU,2026-04-17T18:07:41.703Z,2026-04-17T20:59:41.703Z,1899-12-31 02:52:00.0000000,172,BOM - CCU,false,false
UK106,Vistara,BOM,CCU,2026-04-17T15:12:41.702Z,2026-04-17T17:23:41.702Z,1899-12-31 02:11:00.0000000,131,BOM - CCU,false,false
UK002,Vistara,CCU,MAA,2026-04-17T14:28:41.700Z,2026-04-17T19:20:41.700Z,1899-12-31 04:52:00.0000000,292,CCU - MAA,false,false
SJ092,SpiceJet,BLR,MAA,2026-04-17T13:19:41.702Z,2026-04-17T17:56:41.702Z,1899-12-31 04:37:00.0000000,277,BLR - MAA,false,false
AI151,Air India,MAA,HYD,2026-04-17T13:14:41.703Z,2026-04-17T14:10:41.703Z,1899-12-31 00:56:00.0000000,56,MAA - HYD,false,false
6F198,IndiGo,HYD,BLR,2026-04-17T12:40:41.703Z,2026-04-17T17:39:41.703Z,1899-12-31 04:59:00.0000000,299,HYD - BLR,false,false
SJ158,SpiceJet,DEL,HYD,2026-04-20T23:05:41.703Z,2026-04-21T01:24:41.703Z,1899-12-31 02:19:00.0000000,139,DEL - HYD,false,false
AI069,Unknown,DEL,BOM,2026-04-20T22:43:41.702Z,2026-04-21T02:29:41.702Z,1899-12-31 03:46:00.0000000,226,DEL - BOM,false,false
SJ081,SpiceJet,BOM,BLR,2026-04-20T17:04:41.702Z,2026-04-20T18:53:41.702Z,1899-12-31 01:49:00.0000000,109,BOM - BLR,false,false
UK224,Unknown,CCU,MAA,2026-04-20T16:25:41.704Z,2026-04-20T20:24:41.704Z,1899-12-31 03:59:00.0000000,239,CCU - MAA,false,false
AI072,Air India,BLR,CCU,2026-04-20T15:34:41.702Z,2026-04-20T16:32:41.702Z,1899-12-31 00:58:00.0000000,58,BLR - CCU,false,false
6F191,IndiGo,BLR,DEL,2026-04-20T14:41:41.703Z,2026-04-20T15:11:41.703Z,1899-12-31 00:30:00.0000000,30,BLR - DEL,false,false
6F168,IndiGo,HYD,DEL,2026-04-20T12:18:41.703Z,2026-04-20T15:58:41.703Z,1899-12-31 03:40:00.0000000,220,HYD - DEL,false,false
6F049,IndiGo,HYD,DEL,2026-04-20T10:00:41.701Z,2026-04-20T13:13:41.701Z,1899-12-31 03:13:00.0000000,193,HYD - DEL,false,false
SJ227,SpiceJet,BOM,CCU,2026-04-20T08:32:41.704Z,2026-04-20T12:53:41.704Z,1899-12-31 04:21:00.0000000,261,BOM - CCU,false,false
AI135,Air India,BLR,BOM,2026-04-20T06:40:41.702Z,2026-04-20T09:21:41.702Z,1899-12-31 02:41:00.0000000,161,BLR - BOM,false,false
AI227,Air India,BLR,MAA,2026-04-20T04:31:41.703Z,2026-04-20T08:17:41.703Z,1899-12-31 03:46:00.0000000,226,BLR - MAA,false,false
UK208,Vistara,DEL,CCU,2026-04-20T03:54:41.704Z,2026-04-20T08:51:41.704Z,1899-12-31 04:57:00.0000000,297,DEL - CCU,false,false
SJ191,SpiceJet,BLR,BOM,2026-04-20T03:01:41.703Z,2026-04-20T04:23:41.703Z,1899-12-31 01:22:00.0000000,82,BLR - BOM,false,false
AI216,Air India,BOM,CCU,2026-04-20T01:10:41.703Z,2026-04-20T02:34:41.703Z,1899-12-31 01:24:00.0000000,84,BOM - CCU,false,false
SJ155,SpiceJet,DEL,CCU,2026-04-20T00:38:41.702Z,2026-04-20T05:38:41.702Z,1899-12-31 05:00:00.0000000,300,DEL - CCU,false,false
